review,sentiment
"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.<br /><br />I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation. <br /><br />None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",negative
"I picked up the movie with no cover and not even knowing what it was, but when I watched it I laughed so hard. It is now one of my favorite movies of all time. Rusty and the guys created a masterpiece I would highly recommend this movie to any one with a sense of humor. Thank You Rusty for giving us something to laugh at.",positive
"A brilliant Russian émigré devises the Stanislavsky' system for winning at contract bridge - which makes him and his beautiful wife the GRAND SLAM Sweethearts of America.<br /><br />What could have been just another silly soap opera is elevated by fine production values & excellent acting to the status of a very enjoyable little comedy. A few unexpected touches are thrown in to keep the viewer's attention engaged - the way in which the principle cast is introduced as faces on a deck of cards; the introduction of a zany acrobat into the plot for no other reason than to enjoy a bit of lunacy; and the way in which a wide variety of different kinds of Americans are shown to be transfixed by listening to the broadcast of the concluding game.<br /><br />Paul Lukas & Loretta Young do very well as the Bridge Sweethearts - Lukas suave & sophisticated and Miss Young passionately loving and beautiful (even if the script keeps her puffing on a cigarette a bit too much). They are fun to watch, even when their behavior is not always the most believable or compelling.<br /><br />Frank McHugh gives another good performance as a relentlessly cheerful ghost writer who adores Miss Young. The delightful Glenda Farrell eschews her customary wisecracking persona in a small role as McHugh's ditsy gal pal. Roscoe Karns handles the fast-talking dialogue as a brash radio announcer. Diminutive Ferdinand Gottschalk is wonderful as a snobbish bridge expert.<br /><br />Movie mavens will recognize Dewey Robinson as a belligerent nightclub patron; Emma Dunn as a sob sister reporter; Paul Porcasi as the owner of the Russian nightclub; Charles Lane as a Russian waiter; and Jimmy Conlin as a kibitzer at the final bridge game - all uncredited.<br /><br />The film takes advantage of the fad for contract bridge which had swept across the country since its development in the 1920's. It expects the viewer to have a basic knowledge of the intricacies of the game and makes no attempt to explain anything to the uninformed.",positive
"We don't know why this extraordinary film was never made available officially on DVD... Anthony Quinn's performance alone makes this a must-see. There are relatively few films in which an actor identifies so profoundly with his character, a phenomenon always unique for us, moviegoers.<br /><br />But Quinn's powerful portrayal of an innocent Romanian, literally dragged out of his house and everyday life by forces he cannot comprehend, is only part of what makes this film great. The script is based on a book published in Paris by a Romanian priest who fled the Communist take-over of his country, and the film succeeds to go deep into a little known area of East-European history. Told as a succession of Kafka-esquire twists of fate, the misadventures of Johann Moritz (told openly and honestly, without any of the political correctness currently so precious in Hollywood) are in fact a eulogy for the lost innocence of the Romanian people... it is devilishly ironic that this eulogy is signed by a French director, working with the American money of an Italian producer, and overseeing a multinational cast fronted by an extraordinary Mexican-born thespian.<br /><br />I've seen mentions of VCDs of this film in various Asian internet stores, and I was fortunate to take possession of a digital recording of this film, broadcast on the British version of TCM. But it's a shame that ""The 25th Hour"" isn't anywhere on the future DVD release map of MGM studios.",positive
"LIGHTS OF NEW YORK was the first ""all-taking"" feature film, coming in at a brisk 57 minutes and directed by Bryan Foy (of the famous vaudeville family).<br /><br />The story has two dopey barbers (Cullen Landis, Eugene Palette) yearning for a chance at ""big city life"" and getting involved with gangsters and bootleg booze. One of the guys gets framed for the murder of a cop but is saved at the last minute by a gun moll (Gladys Brockwell).<br /><br />Much of the story takes place in a night club called The Night Hawk, which is run by a crook named Hawk (Wheeler Oakman) who has his eye on a pretty chorine (Helene Costello) who is the girl friend of Landis. Costello gets to do a brief dance, and we hear Harry Downing (made up to resemble Ted Lewis) sing ""At Dawning) in his best Al Jolson style.<br /><br />The acting ranges from good (Palette and Brockwell) to awful (Oakman). A couple of the actors muff their lines but then keep right on with the scene. As noted elsewhere this was intended to be a short 2-reeler and was made on a shoestring budget. Yet the sound quality is surprisingly good, the voices all register clearly, and there is a neat cinematic touch in the silhouette death.<br /><br />The film was a box-office smash even though it was shown as a silent film where theaters were not wired for the new sound technology. No one expected this little film to gross an amazing $1.3 million. It briefly made stars of Costello and Landis and certainly launched Palette on his long career as a star character actor.<br /><br />Co-stars include Mary Carr as the mother, Robert Elliott as the detective, Eddie Kane as the street cop, and Tom Dugan as a thug.",positive
"This happens to be one of my favorite horror films. It's a rich, classy production boasting an excellent cast of ensemble actors, beautiful on-location cinematography, a haunting musical score, an intelligent and novel plot theme, and an atmosphere of dread and menace. It's reminiscent of such classic films as ROSEMARY'S BABY and THE SHINING, wherein young, vulnerable women find themselves victimized by supernatural forces in old, creepy buildings with a macabre past. Here, CRISTINA RAINES plays a top New York City fashion model named Alison Parker. Her happy, outgoing exterior masks a deeply conflicted and troubled soul. This is evidenced by the revelation that in her past, she attempted suicide twice- once as a teenage girl after walking in on her degenerate father cavorting in bed with two women and having him rip a silver crucifix from her neck and toss it on the floor, and the second time, after her married lawyer-boyfriend's wife supposedly committed suicide over learning of their affair. Telling her beau(played by a suitably slimy CHRIS SARANDON) that she needs to live on her own for a year or so, she answers a newspaper ad for a fully-furnished, spacious one-bedroom apartment in an old Brooklyn Heights brownstone. This building actually exists and is located at 10 Montague Terrace right by the Brooklyn Heights Promenade off Remsen Street. The producers actually filmed inside the building and its apartments, paying the residents for their inconvenience, of course. The real estate agent, a Miss Logan(AVA GARDNER), seems to be very interested in having Alison take the apartment- an interest that cannot be solely explained by the 6% commission she would earn. Especially when she quickly drops the rental price from $500.00 a month to $400.00. Alison agrees and upon leaving the building with Miss Logan, notices an elderly man sitting and apparently staring at her from the top-floor window. Miss Logan identifies the man to her as Father Halliran and tells Alison that he's blind. Alison's response is very logical- ""Blind? Then what does he look at?"" After moving in, Alison meets some of the other residents in the building, including a lesbian couple played by SYLVIA MILES and BEVERLY D'ANGELO, who provide Alison with an uncomfortable welcome to the building. Alison's mental health and physical well-being soon start to deteriorate and she is plagued by splitting headaches and fainting spells. When she relays her concerns to Miss Logan about her sleep being disturbed on a nightly basis by clanging metal and loud footsteps coming from the apartment directly over her, she is dumbstruck to learn that apart from the blind priest and now herself, no one has lived in that building for the last three years. Summoning the courage one night to confront her nocturnal tormentor, she arms herself with a butcher knife and a flashlight and enters the apartment upstairs. She is confronted by the cancer-riddled specter of her dead father and uses the knife on him in self-defense when he comes after her. The police investigate and find no sign of violence in that apartment- no corpse, no blood, nothing. Yet Alison fled the building and collapsed in the street, covered in blood- her own, as it turns out. But there's nary a mark on her. What Alison doesn't realize until the film's denouement is that her being in that brownstone has a purpose. She was put there for a reason- a reason whose origin dates back to the Biblical story of the Garden of Eden and of the angel Uriel who was posted at its entrance to guard it from the Devil. She is being unknowingly primed and prepped by the Catholic Church to assume a most important role- one that will guarantee that her soul, which is damned for her two suicide attempts, can be saved. At the same time, the ""invisible"" neighbors, who turn out to be more than just quirky oddballs, have a different agenda in mind for her. This is a competent and intelligently done film and one that surprisingly portrays the Church and its representatives in a mostly sympathetic light.",positive
"Of course the plot, script, and, especially casting are strong in the film. So many fine things to see. One aspect I liked especially is the idea of the antagonist--Luzhini's (Turturro's)--ex-mentor working his evil on the sidelines. His chess opponent--an Italian dandy in three piece and cane--turns out to be a real gent, and a truly fine chess player. To his credit the ""opponent"" nobly goes along with the plan at the end to complete the final game for the championship posthumously (Luzhin has taken a flyer out a window--sad, but so releasing to him)by way of the unstable genius' widow (Emily Watson.) In death, then, because of the gallantry of an honorable chess master, Luzhin's defence (which he worked out in a late moment of lucidity) is allowed to be played. The Italian gent commends the play and calls it brilliant. Talk about a dramatic ""end game!""",positive
"Now, I like sci-fi cartoons. However, when ""Robotboy"" appeared in Canada in late 2006, I watched the premiere and was inevitably appalled. The characters are generic and stereotypical (Do they REALLY need to make an African-American man wear tiger-stripe print clothing and speak in a Jamacian accent? WHY are all the Asian characters vibrant yellow and squinting? Does the mother HAVE to have big thighs and chest and constantly complain?) to the point where things become unrealistic, predictable, gross and sometimes disturbing. There are heavy similarities to, even stabs, at Astro Boy. Allow me to explain (dub names for the young): Robotboy/Astro, Kamikaze/Tenma, Constantine/Shadow, Gus/Abercrombie, Tommy/Alejo, Lola/Zoran+Kennedy, Moshimo/O'Shay, and it so on. Brief resemblances to ""My Life As A Teenage Robot"", ""Star Wars"", ""Teenage Mutant Ninja Turtles"", ""Kamen Riders"", ""Sailor Moon"" and co. are afoot. Not to mention the abundant racial/gender stereotyping. Don't even get me started on the innuendos. I'll just say they're hidden and quite dirty. But seriously. Don't even try watching this. Especially if you like Astro Boy.",negative
"The superb star quality of Gerard Philipe, who died way too young, leaps from the screen in this witty, funny, sly swashbuckling comedy with plenty of sword fencing and knockabout antics. Charmingly loopy in its' storytelling, impossible to resist. A sweet romantic comedy with a very young Gina Lollobrigida as the love interest. A movie one will remember with great affection.",positive
"Jon Cryer reprises his role as a neurotic guy in Two and a Half Men, which he perfected in this series. He longs to have a good relationship with a girl like his coworker has developed, and the tet-a-tet between him and his partner's girlfriend's best friend are pretty funny. Then they realize that they're attracted to each other and start dating. In one of the funniest lines on TV EVER -- I think in the final episode -- he and his partner are discussing that he wants to propose to the girl. <br /><br />His partner prepares him for the moment by suggesting: ""What's the worst that can happen? She says no.""<br /><br />Armed with newfound optimism, he proposes to his date over dinner. To which she replies, <br /><br />""GOD, no!""<br /><br />I laughed so hard I cried.",positive
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"In terms of the arts, the 1970s were a very turbulent era. In literature and the visual arts, it was the closing of a great fifty or sixty year period of creativity that has yet to be restarted. In music it was a decade that many see as a low point, due to corporate rock and disco. On television it was a Golden Age for situation comedies, from The Odd Couple to the Mary Tyler Moore Show to M*A*S*H to All In The Family, but in film it was even a greater period of creativity, in all genres, that saw the rise of the American auteur- directors like Robert Altman, Francis Ford Coppola, and Martin Scorsese- from the ashes of the old studio systems that had dominated Hollywood for over half a century. These directors wanted to craft literate, arts films for the masses, of the sort that had been staples in Europe since the end of the Second World War. Yet, the studios were trying to keep pace, with socially aware films of the sort not seen since the 1930s.<br /><br />But, unlike the films of the 1930s, starring actors like Jimmy Cagney and John Garfield (usually co-starring the Dead End Kids), that dealt with social issues in a gritty realistic way, or as realistic as one could get on a sound stage, the social consciousness of the late 1960s and early 1970s manifested itself most in science fiction films, which allowed the Left Wing of Hollywood to preach to the masses under the guise of what most considered little above comic strip entertainment. There was precedent for this approach, for several of the flying saucer films of the 1950s dealt with the political zeitgeist of the McCarthy era- most notably The Day The Earth Stood Still and Invasion Of The Body Snatchers. And the early 1960s saw Rod Serling constantly subverting the political conservatism of the time by casting social issues into science fiction settings on his classic sci fi television anthology show The Twilight Zone. Among the studio offerings of this time were the ecologically sensitive Silent Running; George Lucas's first film THX 1138, which dealt with consumerism, group think, and existentialism; and Logan's Run, which hammered away at Communism and state control versus the rights of an individual. Some of the film's references are quite heavyhanded- and reek of the then current Arab oil crisis and rampant inflation. A few jarred strawberries cost $150, and Soylent rations its assorted colored foods- Soylent Yellow, Soylent Red, and the new Soylent Green, reputedly made from 'the finest undersea growth,' in a manner not unlike the gas rationing of the time. Scenes of food riots are eerie echoes of the oil riots at many gas stations during the year of the film's release, and the scenes of crowding, and bodies, live and dead, lying all about are still chilling, as well as influential. A later film like Escape From New York is an obvious progeny. The rest of the script, by Stanley R. Greenberg, however, is rather pedestrian, and fairly standard for a dystopian flick, but Fleischer and cinematographer Richard H. Kline do a great job of filling the screen with interesting images and sounds, to spice things up. The use of soft, dimly lit visuals, murkily filtered, add a Stygian feel to the New York of the film, almost like a colorized version of Carl Theodor Dreyer's Vampyr. The only light in the film comes from artificial sources, and were it not for the fashion faux pas the film could truly seem timeless.<br /><br />The end of the film, where Thorn sneaks into the processing plant where human corpses are made into Soylent Green wafers, is both chilling, and oddly drama-less. In the end, the Soylent minions hunt Thorn down, but he survives long enough to utter the film's catchphrase to Chief Hatcher. Yet, one does not know if it is enough, for Hatcher has already been co-opted, and has a track record of taking the easy way out. Yet, that fact, and its ambiguity, shows that the film does not recapitulate its characters' dilemmas, and has a depth many later, better made films, sci fi or not, do not have. It is also why Soylent Green is still a film worth watching.",positive
"Only Connery could bring that particular style with a line like that Fatima crashes into Bond's arms when she water-skis up to the super agent in Nassau and apologizes, 'Oh, how reckless of me. I made you all wet.' The super agent replies, 'Yes, but my martini is still dry.'<br /><br />Barbara Carrera makes a great villain, stealing the show as SPECTRE executioner Fatima Blush Fatima is number 12 in the SPECTRE chain of command, and is a gorgeous assassin who takes intense sensations of pleasure in killing <br /><br />Fatima assumes all the deadly characteristics of Fiona, proving to be one of Bond's toughest adversaries She is a victim of her vanity She's good at what she does, and wants the world to know it But her vanity is her downfall Using every possible approach to eliminate 007, Fatima is a wild and cunning woman who makes love to the man she is about to kill <br /><br />Austrian actor Klaus-María Brandauer (Largo) does not make a very formidable opponent for 007 Referred to as number one in the SPECTRE chain of command, Largo resides in the Bahamas, and travels aboard his super yacht, the Flying Saucer <br /><br />Max Von Sydow becomes the fourth actor to appear as SPECTRE chief Ernst Stavro Blofeld, once more plotting to put the world at ransom <br /><br />Kim Basinger takes the part once owned by the lovely French actress Claudine Auger She is Domino, the mistress of Largo, who soon falls deeply in love with her rescuer <br /><br />Black actor Bernie Casey becomes the sixth actor to play CIA agent Felix Leiter after Jack Lord, Cec Linder, Rik Van Nutter, Norman Burton, and David Hedison...<br /><br />Edward Fox portrays the new, unsympathetic 'M.' Pamela Salem is the third actress to play Miss Moneypenny. Lois Maxwell was the first and Barbara Bouchet was the second.<br /><br />Valerie Leon is the sexy lady in the Bahamas who fished 007 out of the blue water and saved his life by making love to him in her own room Valerie was the Sardinian hotel receptionist in 'The Spy Who loved Me' when Bond and Anya arrive seeking Stromberg<br /><br />Prunella Gee is Shrublands physical therapist Patricia Saskia Cohen Tanugi is Nicole, Bond's Secret Service contact in the South of France <br /><br />Gavan O'Herlihy is Jack Petachi, the U.S. Air Force communications officer who duplicates the President of the United States' 'eye print' and arms two cruise missiles with nuclear warheads <br /><br />Rowan Atkinson is the bumbling foreign officer Nigel Small-Fawcett; and Alec McCowen is Algernon, the armorer who provides 007 some formidable items <br /><br />If you like to see Connery playing a tense battle of wills, disguised as a masseur, attacked by robot-controlled sharks, giving away a considerable amount of money for a tango dance, thrown into a medieval dungeon, don't miss this second of only two ""unofficial"" James Bond films",positive
"When you go at an open air cinema under the Greek summer night you usually don't care what the movie is! Edison started really good with some good effort from the singers-who-want-to-be actors and a once again great Morgan Freeman but... (In a movie there is usually a good start to catch audience,done, a bit boring yet story filling middle of the movie that is more about characters and less about action ,done, and the third part is something really good so that you can remember the movie...) when you see 30 elite police officers (packed with weapons that can demolish a building) shoot at a guy behind a car, fail to hit him even once while he kills all (but 3) and then the guy takes out a flame thrower (to kill the rest 3) ,you realise that the Greek summer sky filled with stars is way too good to be distracted by a movie like this!",negative
"This depiction of forlorn Japanese forces in the Philipines is a tour de force in the utter meaninglessness of war. It is an effective representation of Japanese pacifist views after WW II. In the movie, Japanese soldiers have been left to fend for themselves in the jungles of the Philipines. Faced with impending starvation they resort to cannibalism and gradually lose what little humanity they have left. To call this film depressing would be something of an understatement. The viewer is left with an utterly despairing sense of life's lost value in modern combat. The final scene is almost too nihilistic but the film is a worthy statement none-the-less. Highly recommended.",positive
"This film fails on every count. For a start it is pretentious, striving to be ""significant"" and failing miserably. The script was banal in the extreme, nobody at any time said anything remotely interesting. It was impossible to care about any of the characters. Knightly was a self-regarding waste of time whilst Sienna Miller was just a waste of time. The bit about the soldier who went off to war was a cliché even before the film Atonement used it. The use of the Second World War as a backdrop was in itself a cliché...the bombs, the sheltering in tube stations etc...employed to import a bit of much-needed drama. Why anybody thought for a moment that this film was worth making is quite beyond my comprehension. It was yet another case of ""let's get the costumes looking authentic, never mind about the story, the script or the acting!""",negative
"Along with Fernando Fragata, João Mário Grilo, Abi Feijó, Leonel Vieira, étc...(other commercial directors), Diamantino Costa is one of the best Portuguese Directors; ""O Lampião da Estrela"" was his (Diamantino Costa) First movie, before he made several successful commercials. This title is starred by one of the best Portuguese comedians of all times, Herman José and José Pedro Gomes are great. Its a very funny movie!! (28/07/2000)<br /><br />BOA SORTE DIAMANTINO...",positive
"Principally it is the story of two men who were part of the Portuguese revolution. It was easy to understand the contest, but usually directors starts from a historical fact to speak about something else, or they shows also the period before or after this fact, here everything happen during that couple of days when the revolution acts. It could also be seen as a kind of documentary. The movie focalize to these two people, showing as normal they were, not like common heroes, because the revolution come from people. Although it was made from military army from the title you can understand that they were just ""capitaes"" as the main characters. Nice colors and lights during the whole movie, excellent work for the director being her first movie, she doesn't fall to the banal way. Well shown emotions and passion of people and crowd. The character of Maia (main one)is well-made and there is also a good interpretation for Stefano Accorsi, able to show Maia's limits, this not-being an hero.",positive
"With all this stuff going down at the moment with MJ i've started listening to his music, watching the odd documentary here and there, watched The Wiz and watched Moonwalker again. Maybe i just want to get a certain insight into this guy who i thought was really cool in the eighties just to maybe make up my mind whether he is guilty or innocent. Moonwalker is part biography, part feature film which i remember going to see at the cinema when it was originally released. Some of it has subtle messages about MJ's feeling towards the press and also the obvious message of drugs are bad m'kay.<br /><br />Visually impressive but of course this is all about Michael Jackson so unless you remotely like MJ in anyway then you are going to hate this and find it boring. Some may call MJ an egotist for consenting to the making of this movie BUT MJ and most of his fans would say that he made it for the fans which if true is really nice of him.<br /><br />The actual feature film bit when it finally starts is only on for 20 minutes or so excluding the Smooth Criminal sequence and Joe Pesci is convincing as a psychopathic all powerful drug lord. Why he wants MJ dead so bad is beyond me. Because MJ overheard his plans? Nah, Joe Pesci's character ranted that he wanted people to know it is he who is supplying drugs etc so i dunno, maybe he just hates MJ's music.<br /><br />Lots of cool things in this like MJ turning into a car and a robot and the whole Speed Demon sequence. Also, the director must have had the patience of a saint when it came to filming the kiddy Bad sequence as usually directors hate working with one kid let alone a whole bunch of them performing a complex dance scene.<br /><br />Bottom line, this movie is for people who like MJ on one level or another (which i think is most people). If not, then stay away. It does try and give off a wholesome message and ironically MJ's bestest buddy in this movie is a girl! Michael Jackson is truly one of the most talented people ever to grace this planet but is he guilty? Well, with all the attention i've gave this subject....hmmm well i don't know because people can be different behind closed doors, i know this for a fact. He is either an extremely nice but stupid guy or one of the most sickest liars. I hope he is not the latter.",positive
"This movie truly shows the farce and hypocrisy of Indian society. What it tries to show you is only ONE side of the story. The other side of the story is the hidden emotional and mental abuse of Indian children which this movie does not show.<br /><br />""Indian Parents"" are culpable for the following: a. Destroying the individuality of the children by making them completely dependent on the parents at a very early age. Such children grow up to be Adults only in physical looks but remain children in minds. Since everything has been provided to them by their great Indian parents, They children automatically do not feel the need to work hard at something or learn the basics of human communication with other human beings apart from their parents.<br /><br />B. I can show you so many Indian parents who try to prevent their kids making friends, going out or prevent them to do anything which starts making them to grow into adults.<br /><br />The reason why they do is the same selfishness. Indian parents ""expect"" their children to take care of them when they grow old. They do no savings for themselves and once they reach the age of 50...They cry out LOUD......We have grown old now and so we are dependent on you children since we have done the GREAT SERVICE of bringing you to this world and taking care of you and making you intellectually weak.<br /><br />Most of the Indian parents at the age of 50 have dilapidated bodies and health and are financially completely insecure. Most feel that they ABSOLUTELY have no need to take care of themselves since they ""expect"" their kids to take care of them.<br /><br />In the west the opposite of that happens. People start planning at the age of 20 about their retirement and once they retire they are financially secure.<br /><br />Indian parents do NOTHING of that sort since like I said they have brought the kids in the world and what better investment at that?.<br /><br />I am a victim of my Indian parents (i am sure there are countless other Indian kids like me), who have grown up physically but are still struggling with their lives on THEIR OWN and they continue to have pestering 50 year olds who cry out loud for HELP all the time.<br /><br />This movie shows only ONE side of the story.....UTTER piece of JUNK",negative
"This movie has got to be one of the worst I have ever seen make it to DVD!!! The story line might have clicked if the film had more funding and writers that would have cut the nonsense and sickly scenes that I highly caution parents on.... But the story line is like a loose cannon. If there was such a thing as a drive thru movie maker-this one would have sprung from that.It reminded me a lot of the quickie films that were put out in the 1960's, poor script writing and filming. <br /><br />The only sensible characters in the whole movie was the bartender and beaver. The rest of the film, could have easily been made by middle school children. I give this film a rating of 1 as it is truly awful and left my entire family with a sense of being cheated. My advice-Don't Watch It!!!",negative
"Now we know where they got the idea of Snakes on a Plane. To put it bluntly, do not pay to see this movie. If you really want to waste 90 minutes of your life, then either catch it on cable, or get it as a free pick from NetFlix or Blockbuster. Do not pay to rent this. If you do pay to rent this, then you are one stupid individual. The acting was awful, the plot was awful, everything was awful except for the snakes. Whether they were real or CGI generated, they did look pretty good. But that being said, still this movie has to be one of the worst movies I have ever seen. Even the nude dancing scene was pretty bad that I actually fast forwarded through that. Don't sat I did not warn you.",negative
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"i watch this film with horror in my heart because my mother also was a crack head like Michelle. i've been wondering where Michelle is now. there has been times where i had to find my mother in places i was scared to be but more scared to leave her there! to see Michelle act like that made me wonder where she was sleeping all that time?? i watched in hopes the it was never that bad for my mom! and what i want to know is... where did Matt and Tracy ""tear that ass up""?! worst scene for me was watching Tracy shoot up in an old navy dressing room!!!! u never who try clothes on before you and it looks like all of them except Michelle has aids!!!! where are they know 2008? can we get an update??????????",positive
"Rosenstrasse is more an intimate film than one of epic proportions, which could have kept away many film goers looking for a Pianist similar plot. Fortunately, Von Trotta, a good screenwriter, opts for a feminist peep to an era too much illustrated on its colorful exterior, but too little analyzed in terms of intimacy and from the point of view of ordinary Aryan German rather from a Jewish standpoint. Rosentrasse finds its strength in these unsung burdens of people trapped within historical circumstances of which they emerge as victims. The pace of the film is introspective, poignantly slow, meditative. Besides, the characters are so vivid while transitions between generations and the passing of time has been deftly crafted. Rosenstrasse is not a masterpiece, and some narrative flaws are well discerned. Another fault lies on a trivial cinematography unable to capture the intensity of the internal drama lived by the characters. Nevertheless, this film is worth seeing. Finally, Rosenstrasse is part of the last trend in German films dealing with the ghosts of a nightmarish past,trend that includes such excellent films as Nowhere in Africa, and recently, the controversial Downfall. I would recommend this film to those who know how to read beyond the images.",positive
"I thought this had the right blend of character, plot, futuristic stuff and special effects without going over board. It will take a while to get going, but the acting was good and I was intrigued by the angel who is not to hard to look at. I like the attitude too! Certainly not like other attempts at futuristic stories.",positive
"the film itself is absolutely brilliant, its that buzz, that rush that makes you just want to go out, blow your wages and loose yourself. It's what the weekend is all about, its our sanitation where we can come together as one and be ourselves without a care in the world. The film is layered in depth and the dialogue in places is just spot on, especially with Jip. The characters themselves are instantly likable, one in particular is obviously dyers character and his views on what ""Star Wars"" is really about, genius.<br /><br />If ever you've got an hour to kill before going out, stick on this, you'll immediately feel yourself growing in confidence, definitely recommend it.",positive
"Julien Hernandez is certainly an attractive and likable on screen persona. In fact, his character pretty much carries this whole film, or what's worthwhile about it. The problem is, with the exception of his gal pal (played by Marisa Petroro) and Paul Lekakis (as a trick/date/ boyfriend for some of the characters) no one else even comes close. Hernandez plays a 30- something director of Cuban heritage, and unknown sexuality, who comes to L.A. and gets a job making a gay documentary. In the process of meeting a group of gay people while finding subjects, he comes out...but very s l o w l y. Even at 88 minutes, the film has obviously been stretched out and padded with various film-school devices, most of which only end up pointlessly interrupting the narrative (which ain't much to begin with) or pointing out the overall amateurish-ness of the film-making. <br /><br />Which is a shame, because there's a love story in here somewhere, and the final three minutes, when Hernandez's Sebastien finally clicks with a wealthy West Hollywood party- thrower (nicely underplayed by Lonnie Henderson) and they share some sexy soulful kisses, it works despite all that came before. But we don't really care about any of the other characters or their situations: Why would handsome Dante have a Eurotrash priss for a boyfriend? He wouldn't. And don't even get me started on Sebastien's friend Paulie's ""rules"" for dating -- no gay man I know, hell no sane person, period, would put such constrictions on himself or others. And please tell me how Sebastien gets a peeled banana (which is normally fairly shmushy, right?) stuck up his butt and has to go to a doctor to get it removed? <br /><br />I noticed Hernandez won an award for this film as a ""short"" -- it probably should have stayed that way. All this said -- I'd look forward to seeing Hernandez on screen again, in a better scripted comedy with more assured direction.",negative
"Can it ever be said that there are some movies that have no redeeming features whatsoever? Answer: Yes, and this is one of them. After helming the appalling 'House of the Dead' director Uwe Boll has now cast his less-than-talented eye towards yet another video game adaptation. Don't these guys get it? To anyone who can't understand, here it is in block capitals for you: VIDEO GAMES DO NOT MAKE FOR GOOD MOVIES! The acting here is, at best, sub-standard. The set design and special effects are poor. Unlike the video game (which did have its scary moments) the movie has no atmosphere of impending doom, no sense of danger or menace. Pacing and plotting is confused and the paper that the script is printed on would have been better used as toilet paper. The main culprit is the director. Uwe Boll uses the camera with the grace and skill of a monkey using a paintbrush. Hackneyed zooms, swoops and pans are spliced into the whole dreary affair at unpredictable moments leaving the audience disorientated and bored. Why this guy was ever let near a movie set in the first place must stand as one of modern cinemas greatest secrets. Avoid at all costs.",negative
